# http://apilist.tronscan.org and whois results
# Tron
IP Address|ASN|BGP Prefix|CC|Registry|Allocated|AS Name
1.116.244.246|45090|1.116.192.0/18|CN|apnic|2010-06-11|TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN
1.13.14.115|45090|1.13.0.0/18|CN|apnic|2010-05-11|TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN
1.14.154.169|45090|1.14.128.0/18|CN|apnic|2010-05-11|TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN
1.164.228.28|3462|1.164.0.0/16|TW|apnic|2010-05-05|HINET Data Communication Business Group, TW
1.164.238.175|3462|1.164.0.0/16|TW|apnic|2010-05-05|HINET Data Communication Business Group, TW
1.164.240.116|3462|1.164.0.0/16|TW|apnic|2010-05-05|HINET Data Communication Business Group, TW
1.164.245.116|3462|1.164.0.0/16|TW|apnic|2010-05-05|HINET Data Communication Business Group, TW
1.182.90.23|4134|1.180.0.0/14|CN|apnic|2010-06-28|CHINANET-BACKBONE No.31,Jin-rong Street, CN
1.203.163.54|4847|1.203.0.0/16|CN|apnic|2010-06-09|CNIX-AP China Networks Inter-Exchange, CN
1.234.54.78|9318|1.232.0.0/13|KR|apnic|2010-07-19|SKB-AS SK Broadband Co Ltd, KR
1.34.205.10|3462|1.34.0.0/16|TW|apnic|2010-05-05|HINET Data Communication Business Group, TW
1.53.149.35|18403|1.53.128.0/18|VN|apnic|2010-05-26|FPT-AS-AP FPT Telecom Company, VN
1.53.94.181|18403|1.53.64.0/18|VN|apnic|2010-05-26|FPT-AS-AP FPT Telecom Company, VN
100.24.113.233|14618|100.24.0.0/13|US|arin|2018-01-10|AMAZON-AES, US
100.24.129.230|14618|100.24.0.0/13|US|arin|2018-01-10|AMAZON-AES, US
101.133.170.71|37963|101.133.0.0/16|CN|apnic|2010-12-16|ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd., CN
101.200.204.181|37963|101.200.0.0/16|CN|apnic|2011-01-24|ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd., CN
101.204.7.235|4837|101.204.0.0/14|CN|apnic|2010-12-20|CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN
101.230.10.247|4812|101.230.0.0/16|CN|apnic|2011-01-03|CHINANET-SH-AP China Telecom Group, CN
101.32.204.211|132203|101.32.192.0/20|SG|apnic|2010-12-14|TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN
101.32.208.34|132203|101.32.208.0/20|SG|apnic|2010-12-14|TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN
101.32.249.131
101.33.66.199|132203|101.33.64.0/19|SG|apnic|2010-12-14|TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN
101.33.80.88|132203|101.33.64.0/19|SG|apnic|2010-12-14|TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN
101.36.106.157|135377|101.36.106.0/24|HK|apnic|2010-12-14|UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK
101.36.106.89|135377|101.36.106.0/24|HK|apnic|2010-12-14|UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK
101.36.108.93|135377|101.36.108.0/24|HK|apnic|2010-12-14|UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK
101.36.110.97|135377|101.36.110.0/24|HK|apnic|2010-12-14|UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK
101.36.121.5|135377|101.36.121.0/24|HK|apnic|2010-12-14|UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK
101.36.123.44|135377|101.36.123.0/24|HK|apnic|2010-12-14|UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK
101.53.150.63|132420|101.53.150.0/24|IN|apnic|2011-02-02|E2E-NETWORKS-IN 282, Sector 19, IN
101.68.188.195|4837|101.64.0.0/13|CN|apnic|2010-12-09|CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN
103.100.208.199|142403|103.100.208.0/24|HK|apnic|2017-09-12|YISUCLOUDLTD-HK YISU CLOUD LTD, HK
103.116.226.7|NA|NA|CN|apnic|2018-06-07|NA
103.116.78.217|4812|103.116.78.0/24|CN|apnic|2018-05-29|CHINANET-SH-AP China Telecom Group, CN
103.125.217.37|38001|103.125.217.0/24|NL|apnic|2018-11-22|NEWMEDIAEXPRESS-AS-AP NewMedia Express Pte Ltd, SG
103.127.126.14|138195|103.127.126.0/24|KR|apnic|2018-12-20|MOACKCOLTD-AS-AP MOACK.Co.LTD, KR
103.135.32.138|40065|103.135.32.0/24|US|apnic|2019-02-20|CNSERVERS, US
103.137.150.60|138994|103.137.150.0/24|HK|apnic|2019-03-29|CIBL1-HK China International Business Limited, HK
103.140.150.59|139265|103.140.150.0/24|HK|apnic|2019-06-28|SPEEDNETWORK-AS-AP HONG KONG SPEED NETWORK TECHNOLOGY CO., LIMITED, HK
103.140.246.157|139297|103.140.246.0/24|LA|apnic|2019-07-09|LITSSCL-AS-AP Lao International Technology Service Sole Co., Ltd, LA
103.145.58.77|18254|103.145.58.0/24|HK|apnic|2019-11-14|KLAY-AS-AP KLAYER LLC, US
103.196.20.171|18013|103.196.20.0/24|US|apnic|2015-09-15|ASLINE-AS-AP ASLINE LIMITED, HK
103.197.24.153|55933|103.197.24.0/22|HK|apnic|2015-10-01|CLOUDIE-AS-AP Cloudie Limited, HK
103.197.26.37|55933|103.197.24.0/22|HK|apnic|2015-10-01|CLOUDIE-AS-AP Cloudie Limited, HK
103.21.91.210|55720|103.21.91.0/24|MY|apnic|2012-10-09|GIGABIT-MY Gigabit Hosting Sdn Bhd, MY
103.214.68.202|138195|103.214.68.0/24|NZ|apnic|2016-04-08|MOACKCOLTD-AS-AP MOACK.Co.LTD, KR
