# https://blockchair.com/ and whois results
# Dogecoin
IP Address|Port|Version|ASN|BGP Prefix|CC|Registry|Allocated|AS Name
1.117.98.127|22556|/Shibetoshi:1.14.5/|45090|1.117.64.0/18|CN|apnic|2010-06-11|TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN
1.160.153.204|22556|/Shibetoshi:1.14.3/|3462|1.160.0.0/16|TW|apnic|2010-05-05|HINET Data Communication Business Group, TW
1.165.73.130|22556|/Shibetoshi:1.10.0/|3462|1.165.0.0/16|TW|apnic|2010-05-05|HINET Data Communication Business Group, TW
100.15.152.129|22556|/Shibetoshi:1.14.5/|701|100.15.0.0/16|US|arin|2010-12-28|UUNET, US
100.15.241.219|22556|/Shibetoshi:1.10.0/|701|100.15.0.0/16|US|arin|2010-12-28|UUNET, US
100.16.34.137|22556|/Shibetoshi:1.14.4/|701|100.16.0.0/16|US|arin|2010-12-28|UUNET, US
100.34.48.75|22556|/Shibetoshi:1.14.5/|701|100.34.0.0/16|US|arin|2010-12-28|UUNET, US
100.38.123.40|22556|/Shibetoshi:1.14.5/|701|100.38.0.0/16|US|arin|2010-12-28|UUNET, US
101.179.110.197|22556|/Shibetoshi:1.14.5/|1221|101.160.0.0/11|AU|apnic|2010-12-23|ASN-TELSTRA Telstra Corporation Ltd, AU
101.181.124.70|22556|/Shibetoshi:1.14.5/|1221|101.160.0.0/11|AU|apnic|2010-12-23|ASN-TELSTRA Telstra Corporation Ltd, AU
102.132.168.88|22556|/Shibetoshi:1.14.5/|37680|102.132.160.0/20|ZA|afrinic|2018-07-04|COOL-IDEAS, ZA
103.45.153.169|22556|/Shibetoshi:1.14.4/|63612|103.45.153.0/24|CN|apnic|2014-12-14|XIAONIAOYUN Shenzhen Qianhai bird cloud computing Co. Ltd., CN
104.136.194.232|22556|/Shibetoshi:1.14.4/|33363|104.136.192.0/18|US|arin|2014-06-04|BHN-33363, US
104.152.190.170|22556|/Shibetoshi:1.10.0/|31863|104.152.184.0/21|US|arin|2014-07-18|DACEN-2, US
104.153.44.42|22556|/Shibetoshi:1.14.5/|29757|104.153.44.0/24|US|arin|2014-07-25|WEBLINE19, US
104.155.185.192|8333|/Shibetoshi:1.14.5/|15169|104.155.160.0/19|US|arin|2014-07-09|GOOGLE, US
104.156.59.202|22556|/Shibetoshi:1.14.4/|29802|104.156.59.0/24|US|arin|2014-07-14|HVC-AS, US
104.166.214.109|22556|/Shibetoshi:1.14.3/|30036|104.166.208.0/20|US|arin|2014-08-19|MEDIACOM-ENTERPRISE-BUSINESS, US
104.174.10.137|22556|/Shibetoshi:1.14.5/|20001|104.172.0.0/14|US|arin|2014-08-13|TWC-20001-PACWEST, US
104.183.116.166|22556|/Shibetoshi:1.14.4/|7018|104.176.0.0/12|US|arin|2014-08-12|ATT-INTERNET4, US
104.222.57.129|22556|/Shibetoshi:1.14.3/|64225|104.222.57.0/24|US|arin|2014-10-20|VYVE BROADBAND, US
104.236.136.96|22551|/Node:0.8.7.2/|14061|104.236.128.0/18|US|arin|2014-10-28|DIGITALOCEAN-ASN, US
104.237.11.204|17020|/NewYorkCoin:1.3.1.20/|8100|104.237.11.0/24|US|arin|2014-11-03|ASN-QUADRANET-GLOBAL, US
104.246.225.89|22556|/Shibetoshi:1.14.5/|5645|104.246.224.0/21|CA|arin|2014-12-24|TEKSAVVY, CA
104.34.210.87|22556|/Shibetoshi:1.14.5/|20001|104.32.0.0/14|US|arin|2014-03-28|TWC-20001-PACWEST, US
104.55.199.183|22556|/Shibetoshi:1.14.5/|7018|104.48.0.0/12|US|arin|2014-05-06|ATT-INTERNET4, US
104.56.107.41|22556|/Shibetoshi:1.14.5/|7018|104.48.0.0/12|US|arin|2014-05-06|ATT-INTERNET4, US
104.56.91.172|22556|/Shibetoshi:1.14.4/|7018|104.48.0.0/12|US|arin|2014-05-06|ATT-INTERNET4, US
104.7.236.101|22556|/Shibetoshi:1.14.5/|7018|104.0.0.0/12|US|arin|2014-01-16|ATT-INTERNET4, US
106.40.229.166|22556|/Shibetoshi:1.14.5/|4134|106.40.0.0/16|CN|apnic|2011-03-18|CHINANET-BACKBONE No.31,Jin-rong Street, CN
106.53.17.251|22556|/Shibetoshi:1.14.5/|45090|106.53.16.0/20|CN|apnic|2011-04-06|TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN
107.11.115.68|22556|/Shibetoshi:1.14.2/|10796|107.11.0.0/16|US|arin|2010-09-23|TWC-10796-MIDWEST, US
107.130.74.42|22556|/Shibetoshi:1.14.5/|7018|107.128.0.0/12|US|arin|2013-10-23|ATT-INTERNET4, US
107.145.107.190|22556|/Shibetoshi:1.14.5/|33363|107.145.0.0/16|US|arin|2013-11-06|BHN-33363, US
107.146.245.26|22556|/Shibetoshi:1.14.4/|33363|107.146.192.0/18|US|arin|2013-11-06|BHN-33363, US
107.159.130.62|22556|/Shibetoshi:1.14.5/|1403|107.159.128.0/20|CA|arin|2013-12-03|EBOX, CA
107.174.34.77|22445|/Pandoshi:3.0.7.1/|36352|107.174.32.0/21|US|arin|2013-12-27|AS-COLOCROSSING, US
107.174.34.78|22445|/Pandoshi:3.0.7.1/|36352|107.174.32.0/21|US|arin|2013-12-27|AS-COLOCROSSING, US
107.178.98.66|22556|/Shibetoshi:1.14.2/|53755|107.178.64.0/18|US|arin|2014-02-10|IOFLOOD, US
107.179.133.42|22556|/Shibetoshi:1.14.5/|5645|107.179.128.0/17|CA|arin|2014-01-30|TEKSAVVY, CA
107.210.193.175|22556|/Shibetoshi:1.14.5/|7018|107.208.0.0/12|US|arin|2012-04-25|ATT-INTERNET4, US
108.1.155.163|22556|/Shibetoshi:1.14.5/|701|108.1.128.0/19|US|arin|2009-06-05|UUNET, US
108.175.238.236|22556|/Shibetoshi:1.14.3/|5645|108.175.224.0/20|CA|arin|2012-03-02|TEKSAVVY, CA
108.175.4.33|22556|/Shibetoshi:1.14.5/|8560|108.175.0.0/20|US|arin|2012-02-08|IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE
108.184.188.59|22556|/Shibetoshi:1.14.4/|20001|108.184.0.0/15|US|arin|2013-01-24|TWC-20001-PACWEST, US
108.197.178.85|22556|/Shibetoshi:1.14.3/|7018|108.192.0.0/10|US|arin|2011-01-12|ATT-INTERNET4, US
108.243.16.16|22556|/Shibetoshi:1.14.5/|7018|108.192.0.0/10|US|arin|2011-01-12|ATT-INTERNET4, US
108.28.120.178|22556|/Shibetoshi:1.14.5/|701|108.28.0.0/16|US|arin|2009-06-05|UUNET, US
108.48.63.177|22556|/Shibetoshi:1.14.5/|701|108.48.0.0/13|US|arin|2009-06-05|UUNET, US
108.49.215.198|22556|/Shibetoshi:1.14.5/|701|108.49.0.0/16|US|arin|2009-06-05|UUNET, US
108.53.92.92|22556|/Shibetoshi:1.14.2/|701|108.53.0.0/16|US|arin|2009-06-05|UUNET, US
108.56.154.64|22556|/Shibetoshi:1.14.5/|701|108.56.0.0/16|US|arin|2009-06-05|UUNET, US
109.106.244.78|22556|/Shibetoshi:1.14.3/|47583|109.106.240.0/21|DE|ripencc|2009-10-19|AS-HOSTINGER, CY
109.156.188.200|22556|/Shibetoshi:1.14.3/|2856|109.144.0.0/12|GB|ripencc|2009-08-06|BT-UK-AS BTnet UK Regional network, GB
109.162.18.196|22556|/Shibetoshi:1.14.3/|15895|109.162.0.0/17|UA|ripencc|2009-09-18|KSNET-AS, UA
109.180.168.132|22556|/Shibetoshi:1.14.5/|12576|109.180.0.0/16|GB|ripencc|2009-09-25|EE Ltd, GB
109.197.88.39|22556|/Shibetoshi:1.14.5/|12714|109.197.88.0/21|RU|ripencc|2010-02-17|TI-AS Moscow, Russia, RU
109.200.6.83|22556|/Shibetoshi:1.14.5/
109.233.109.26|22556|/Shibetoshi:1.14.2/|48716|109.233.109.0/24|KZ|ripencc|2018-06-29|PSKZ-ALA, KZ
109.250.88.2|22556|/Shibetoshi:1.14.5/|8881|109.250.64.0/19|DE|ripencc|2009-12-01|VERSATEL, DE
112.199.166.160|22556|/Shibetoshi:1.14.5(Firefly)/|4773|112.199.128.0/18|SG|apnic|2009-02-17|MOBILEONELTD-AS-AP MobileOne Ltd. MobileInternet Service Provider Singapore, SG
112.5.37.213|22556|/Shibetoshi:1.14.3/|9808|112.5.32.0/21|CN|apnic|2008-12-15|CHINAMOBILE-CN China Mobile Communications Group Co., Ltd., CN
112.5.37.227|22556|/Shibetoshi:1.14.3/|9808|112.5.32.0/21|CN|apnic|2008-12-15|CHINAMOBILE-CN China Mobile Communications Group Co., Ltd., CN
112.74.45.139|22556|/Shibetoshi:1.14.4/|37963|112.74.0.0/17|CN|apnic|2008-12-24|ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd., CN
114.110.37.220|22556|/Shibetoshi:1.14.5/|18119|114.110.32.0/21|NZ|apnic|2008-05-22|ACSDATA-NZ ACSData, NZ
114.115.239.119|22556|/Shibetoshi:1.14.2/|4808|114.115.224.0/19|CN|apnic|2008-05-20|CHINA169-BJ China Unicom Beijing Province Network, CN
