# https://www.dan.me.uk/torlist/ and whois results
IP Address|ASN|BGP Prefix|CC|Registry|Allocated|AS Name
100.12.87.114|701|100.12.0.0/16|US|arin|2010-12-28|UUNET, US
100.14.174.187|701|100.14.0.0/16|US|arin|2010-12-28|UUNET, US
100.34.61.24|701|100.34.0.0/16|US|arin|2010-12-28|UUNET, US
100.40.215.157|701|100.40.128.0/17|US|arin|2010-12-28|UUNET, US
101.100.141.137|133579|101.100.141.0/24|NZ|apnic|2010-12-22|MYREPNZ-AS-AP MYREPUBLIC LIMITED, NZ
101.174.21.192|1221|101.160.0.0/11|AU|apnic|2010-12-23|ASN-TELSTRA Telstra Corporation Ltd, AU
101.3.116.49|131627|101.3.112.0/20|TW|apnic|2010-12-13|PEICITY-AS-TW Peicity Digital Cable Television., LTD, TW
101.53.147.15|132420|101.53.144.0/22|IN|apnic|2011-02-02|E2E-NETWORKS-IN 282, Sector 19, IN
101.53.147.96|132420|101.53.144.0/22|IN|apnic|2011-02-02|E2E-NETWORKS-IN 282, Sector 19, IN
101.55.125.10|55592|101.55.125.0/24|KR|apnic|2011-02-10|KDT-AS-KR Korea Data Telecommunication Co., Ltd., KR
101.58.70.198|210278|101.56.0.0/13|IT|ripencc|2010-12-09|SKYIT-BB, IT
102.118.20.200|23889|102.118.0.0/17|MU|afrinic|2018-06-27|MauritiusTelecom, MU
102.130.113.29|328364|102.130.113.0/24|ZA|afrinic|2018-09-19|Host-Africa-AS, ZA
102.130.113.30|328364|102.130.113.0/24|ZA|afrinic|2018-09-19|Host-Africa-AS, ZA
102.130.113.37|328364|102.130.113.0/24|ZA|afrinic|2018-09-19|Host-Africa-AS, ZA
102.130.113.42|328364|102.130.113.0/24|ZA|afrinic|2018-09-19|Host-Africa-AS, ZA
102.130.113.9|328364|102.130.113.0/24|ZA|afrinic|2018-09-19|Host-Africa-AS, ZA
102.130.119.48|328364|102.130.119.0/24|ZA|afrinic|2018-09-19|Host-Africa-AS, ZA
102.219.178.8|328853|102.219.176.0/22|TN|afrinic|2021-05-20|OXAHOST-AS, TN
103.102.46.57|38001|103.102.46.0/24|GI|apnic|2017-10-11|NEWMEDIAEXPRESS-AS-AP NewMedia Express Pte Ltd, SG
103.108.94.37|133480|103.108.94.0/24|NZ|apnic|2018-01-25|INTERGRID-AS-AP Intergrid Group Pty Ltd, AU
103.119.112.167|174|103.119.112.0/24|SG|apnic|2018-07-20|COGENT-174, US
103.119.112.78|174|103.119.112.0/24|SG|apnic|2018-07-20|COGENT-174, US
103.152.178.118|38074|103.152.178.0/24|JP|apnic|2020-06-29|SDCC-AS-AP SDCC Japan-West Area, JP
103.175.234.144|212806|103.175.234.0/24|GB|apnic|2021-11-05|STRATAGEM, GB
103.196.37.111|40138|103.196.37.0/24|HK|apnic|2015-09-16|MDNET, US
103.200.210.66|63930|103.200.210.0/24|SG|apnic|2015-11-18|READYSERVER-SG READY SERVER PTE LTD, SG
103.214.5.13|207083|103.214.4.0/22|NL|apnic|2016-04-06|HOSTSLIM-GLOBAL-NETWORK, NL
103.214.6.30|207083|103.214.4.0/22|NL|apnic|2016-04-06|HOSTSLIM-GLOBAL-NETWORK, NL
103.227.99.72|24309|103.227.96.0/22|IN|apnic|2014-03-10|CABLELITE-AS-AP Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA, IN
103.228.53.155|55720|103.228.53.0/24|MY|apnic|2014-03-24|GIGABIT-MY Gigabit Hosting Sdn Bhd, MY
103.234.220.205|9381|103.234.220.0/24|HK|apnic|2014-06-25|HKBNES-AS-AP HKBN Enterprise Solutions HK Limited, HK
103.236.201.88|136052|103.236.201.0/24|ID|apnic|2015-09-01|IDNIC-IDCLOUDHOST-AS-ID PT Cloud Hosting Indonesia, ID
103.242.118.111|132967|103.242.118.0/24|IN|apnic|2013-09-18|OCEANEXPORTS-AS OCEAN EXPORTS, IN
103.247.108.150|18106|103.247.108.0/22|SG|apnic|2012-01-30|VIEWQWEST-SG-AP Viewqwest Pte Ltd, SG
103.251.167.10|60404|103.251.164.0/22|NL|ripencc|2013-08-02|LITESERVER, NL
103.251.167.20|60404|103.251.164.0/22|NL|ripencc|2013-08-02|LITESERVER, NL
103.253.41.98|133398|103.253.41.0/24|HK|apnic|2013-11-11|TELE-AS Tele Asia Limited, HK
103.28.52.93|136052|103.28.52.0/24|ID|apnic|2015-11-17|IDNIC-IDCLOUDHOST-AS-ID PT Cloud Hosting Indonesia, ID
103.29.70.42|63949|103.29.68.0/22|SG|apnic|2011-06-22|LINODE-AP Linode, LLC, US
103.4.153.21|23655|103.4.152.0/22|NZ|apnic|2011-07-08|TWODEGREES-NZ-AS 2degrees Networks Limited, NZ
103.9.76.92|45899|103.9.76.0/24|VN|apnic|2012-05-10|VNPT-AS-VN VNPT Corp, VN
104.128.232.47|398395|104.128.232.0/24|US|arin|2014-06-04|DOT-TECH-LLC, US
104.128.48.237|30455|104.128.48.0/24|US|arin|2014-05-22|HOSTVENOM-LLC, US
104.129.171.129|40244|104.129.171.0/24|US|arin|2017-05-11|TURNKEY-INTERNET, US
104.131.11.214|14061|104.131.0.0/18|US|arin|2014-06-02|DIGITALOCEAN-ASN, US
104.131.72.61|14061|104.131.64.0/18|US|arin|2014-06-02|DIGITALOCEAN-ASN, US
104.149.129.254|40676|104.149.0.0/16|US|arin|2014-07-01|AS40676, US
104.149.131.210|40676|104.149.0.0/16|US|arin|2014-07-01|AS40676, US
104.149.133.54|40676|104.149.0.0/16|US|arin|2014-07-01|AS40676, US
104.149.136.246|40676|104.149.136.0/24|US|arin|2014-07-01|AS40676, US
104.149.155.226|40676|104.149.0.0/16|US|arin|2014-07-01|AS40676, US
104.149.163.86|40676|104.149.0.0/16|US|arin|2014-07-01|AS40676, US
104.149.179.74|40676|104.149.0.0/16|US|arin|2014-07-01|AS40676, US
104.149.179.75|40676|104.149.0.0/16|US|arin|2014-07-01|AS40676, US
104.149.179.76|40676|104.149.0.0/16|US|arin|2014-07-01|AS40676, US
104.149.179.77|40676|104.149.0.0/16|US|arin|2014-07-01|AS40676, US
104.149.179.78|40676|104.149.0.0/16|US|arin|2014-07-01|AS40676, US
104.152.209.130|26832|104.152.208.0/22|CA|arin|2014-07-22|RICAWEBSERVICES, CA
104.152.209.202|26832|104.152.208.0/22|CA|arin|2014-07-22|RICAWEBSERVICES, CA
104.152.209.217|26832|104.152.208.0/22|CA|arin|2014-07-22|RICAWEBSERVICES, CA
104.152.211.109|26832|104.152.208.0/22|CA|arin|2014-07-22|RICAWEBSERVICES, CA
104.152.211.147|26832|104.152.208.0/22|CA|arin|2014-07-22|RICAWEBSERVICES, CA
104.152.211.227|26832|104.152.208.0/22|CA|arin|2014-07-22|RICAWEBSERVICES, CA
104.156.229.131|20473|104.156.228.0/22|US|arin|2014-07-22|AS-CHOOPA, US
104.168.122.150|36352|104.168.120.0/21|US|arin|2014-08-27|AS-COLOCROSSING, US
104.168.205.106|54290|104.168.128.0/17|US|arin|2014-09-03|HOSTWINDS, US
104.168.9.218|36352|104.168.8.0/23|US|arin|2014-08-27|AS-COLOCROSSING, US
104.178.168.242|7018|104.176.0.0/12|US|arin|2014-08-12|ATT-INTERNET4, US
104.179.165.163|7018|104.176.0.0/12|US|arin|2014-08-12|ATT-INTERNET4, US
104.194.235.104|35916|104.194.224.0/19|US|arin|2014-09-09|MULTA-ASN1, US
104.200.17.42|63949|104.200.16.0/21|US|arin|2014-09-26|LINODE-AP Linode, LLC, US
104.205.9.146|852|104.205.0.0/16|CA|arin|2014-09-22|TELUS Communications, CA
104.217.249.58|40676|104.217.248.0/21|US|arin|2014-09-18|AS40676, US
104.217.250.206|40676|104.217.248.0/21|US|arin|2014-09-18|AS40676, US
104.217.251.86|40676|104.217.248.0/21|US|arin|2014-09-18|AS40676, US
104.218.237.37|39618|104.218.237.0/24|US|arin|2019-12-17|HOSTCRAM, US
104.219.236.101|27176|104.219.236.0/24|US|arin|2014-10-31|DATAWAGON, US
104.219.236.119|27176|104.219.236.0/24|US|arin|2014-10-31|DATAWAGON, US
104.219.250.148|22612|104.219.250.0/24|US|arin|2014-11-03|NAMECHEAP-NET, US
104.225.218.232|29802|104.225.218.0/24|US|arin|2017-04-28|HVC-AS, US
104.236.87.90|14061|104.236.64.0/18|US|arin|2014-10-28|DIGITALOCEAN-ASN, US
104.238.167.111|20473|104.238.166.0/23|US|arin|2014-11-13|AS-CHOOPA, US
104.244.72.115|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.120|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.123|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.132|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.152|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.168|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.188|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.20|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.248|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.36|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.65|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.7|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.91|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.13|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.169|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.193|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.205|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.229|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.43|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.46|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.85|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.93|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.74.121|53667|104.244.74.0/24|US|arin|2014-11-10|PONYNET, US
104.244.74.211|53667|104.244.74.0/24|US|arin|2014-11-10|PONYNET, US
104.244.74.23|53667|104.244.74.0/24|US|arin|2014-11-10|PONYNET, US
104.244.74.28|53667|104.244.74.0/24|US|arin|2014-11-10|PONYNET, US
104.244.74.55|53667|104.244.74.0/24|US|arin|2014-11-10|PONYNET, US
104.244.74.97|53667|104.244.74.0/24|US|arin|2014-11-10|PONYNET, US
104.244.75.33|53667|104.244.75.0/24|US|arin|2014-11-10|PONYNET, US
104.244.75.74|53667|104.244.75.0/24|US|arin|2014-11-10|PONYNET, US
104.244.75.80|53667|104.244.75.0/24|US|arin|2014-11-10|PONYNET, US
104.244.75.88|53667|104.244.75.0/24|US|arin|2014-11-10|PONYNET, US
104.244.76.127|53667|104.244.72.0/21|US|arin|2014-11-10|PONYNET, US
104.244.76.13|53667|104.244.72.0/21|US|arin|2014-11-10|PONYNET, US
104.244.76.170|53667|104.244.72.0/21|US|arin|2014-11-10|PONYNET, US
104.244.76.173|53667|104.244.72.0/21|US|arin|2014-11-10|PONYNET, US
104.244.76.184|53667|104.244.72.0/21|US|arin|2014-11-10|PONYNET, US
104.244.76.44|53667|104.244.72.0/21|US|arin|2014-11-10|PONYNET, US
104.244.77.111|53667|104.244.77.0/24|US|arin|2014-11-10|PONYNET, US
104.244.77.122|53667|104.244.77.0/24|US|arin|2014-11-10|PONYNET, US
104.244.77.139|53667|104.244.77.0/24|US|arin|2014-11-10|PONYNET, US
104.244.77.208|53667|104.244.77.0/24|US|arin|2014-11-10|PONYNET, US
104.244.77.235|53667|104.244.77.0/24|US|arin|2014-11-10|PONYNET, US
104.244.77.53|53667|104.244.77.0/24|US|arin|2014-11-10|PONYNET, US
104.244.77.73|53667|104.244.77.0/24|US|arin|2014-11-10|PONYNET, US
104.244.77.80|53667|104.244.77.0/24|US|arin|2014-11-10|PONYNET, US
104.244.78.160|53667|104.244.78.0/24|US|arin|2014-11-10|PONYNET, US
104.244.78.168|53667|104.244.78.0/24|US|arin|2014-11-10|PONYNET, US
104.244.78.183|53667|104.244.78.0/24|US|arin|2014-11-10|PONYNET, US
104.244.78.213|53667|104.244.78.0/24|US|arin|2014-11-10|PONYNET, US
104.244.78.6|53667|104.244.78.0/24|US|arin|2014-11-10|PONYNET, US
104.244.79.187|53667|104.244.79.0/24|US|arin|2014-11-10|PONYNET, US
104.244.79.196|53667|104.244.79.0/24|US|arin|2014-11-10|PONYNET, US
104.244.79.234|53667|104.244.79.0/24|US|arin|2014-11-10|PONYNET, US
104.244.79.25|53667|104.244.79.0/24|US|arin|2014-11-10|PONYNET, US
104.244.79.6|53667|104.244.79.0/24|US|arin|2014-11-10|PONYNET, US
104.244.79.75|53667|104.244.79.0/24|US|arin|2014-11-10|PONYNET, US
104.3.188.144|7018|104.0.0.0/12|US|arin|2014-01-16|ATT-INTERNET4, US
104.33.159.1|20001|104.32.0.0/14|US|arin|2014-03-28|TWC-20001-PACWEST, US
104.37.193.102|36077|104.37.193.0/24|CA|arin|2014-07-02|DYNAMICHOSTINGBIZ, CA
104.53.221.159|7018|104.48.0.0/12|US|arin|2014-05-06|ATT-INTERNET4, US
104.57.231.26|7018|104.48.0.0/12|US|arin|2014-05-06|ATT-INTERNET4, US
104.57.231.27|7018|104.48.0.0/12|US|arin|2014-05-06|ATT-INTERNET4, US
106.104.36.189|4780|106.104.32.0/19|TW|apnic|2011-04-07|SEEDNET Digital United Inc., TW
106.185.159.242|2516|106.185.128.0/18|JP|apnic|2011-03-15|KDDI KDDI CORPORATION, JP
106.51.128.52|24309|106.51.128.0/22|IN|apnic|2011-03-24|CABLELITE-AS-AP Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA, IN
107.12.88.170|11426|107.12.0.0/17|US|arin|2010-09-23|TWC-11426-CAROLINAS, US
107.138.67.40|7018|107.128.0.0/12|US|arin|2013-10-23|ATT-INTERNET4, US
107.150.32.250|33387|107.150.32.0/19|US|arin|2013-12-03|NOCIX, US
107.152.33.102|11878|107.152.33.0/24|US|arin|2013-12-03|TZULO, US
107.152.33.7|11878|107.152.33.0/24|US|arin|2013-12-03|TZULO, US
107.152.46.201|46844|107.152.46.0/24|US|arin|2013-12-03|ST-BGP, US
107.152.47.120|46844|107.152.47.0/24|US|arin|2013-12-03|ST-BGP, US
107.159.37.159|1403|107.159.32.0/20|CA|arin|2013-12-03|EBOX, CA
107.160.1.118|40676|107.160.0.0/16|US|arin|2013-12-09|AS40676, US
107.170.219.188|14061|107.170.192.0/18|US|arin|2013-12-30|DIGITALOCEAN-ASN, US
107.172.201.10|36352|107.172.201.0/24|US|arin|2013-12-27|AS-COLOCROSSING, US
107.173.148.133|36352|107.173.148.0/23|US|arin|2013-12-27|AS-COLOCROSSING, US
107.173.159.48|36352|107.173.159.0/24|US|arin|2013-12-27|AS-COLOCROSSING, US
107.173.164.60|36352|107.173.164.0/24|US|arin|2013-12-27|AS-COLOCROSSING, US
107.173.167.162|36352|107.173.166.0/23|US|arin|2013-12-27|AS-COLOCROSSING, US
107.173.167.241|36352|107.173.166.0/23|US|arin|2013-12-27|AS-COLOCROSSING, US
107.173.89.174|36352|107.173.88.0/22|US|arin|2013-12-27|AS-COLOCROSSING, US
107.174.138.172|36352|107.174.138.0/24|US|arin|2013-12-27|AS-COLOCROSSING, US
107.174.244.102|36352|107.174.244.0/22|US|arin|2013-12-27|AS-COLOCROSSING, US
107.175.44.89|36352|107.175.44.0/24|US|arin|2013-12-27|AS-COLOCROSSING, US
107.179.226.127|5645|107.179.128.0/17|CA|arin|2014-01-30|TEKSAVVY, CA
107.181.136.80|20860|107.181.136.0/24|GB|ripencc|2014-02-11|IOMART-AS, GB
107.189.1.160|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.1.175|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.1.90|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
