# Bitnodes short version https://bitnodes.io/api/v1/snapshots/ 
# Time 1636137876
IP Address|Port|Protocol Version|User Agent|Connected Since|Height|Hostname|Country Code|ASN|Organization Name
1.116.110.123|8333|70016|/Satoshi:22.0.0/|1636028205|708361|1.116.110.123|CN|AS45090|Shenzhen Tencent Computer Systems Company Limited
100.0.15.8|8333|70016|/Satoshi:22.0.0/|1635958752|708353|pool-100-0-15-8.bstnma.fios.verizon.net|US|AS701|UUNET
100.1.71.180|8333|70016|/Satoshi:0.21.0/|1635868762|708361|pool-100-1-71-180.nwrknj.fios.verizon.net|US|AS701|UUNET
100.14.9.2|8333|70016|/Satoshi:0.21.1/|1636133180|708361|pool-100-14-9-2.phlapa.fios.verizon.net|US|AS701|UUNET
100.15.81.199|8333|70015|/Satoshi:0.18.1/|1635612538|708361|pool-100-15-81-199.washdc.fios.verizon.net|US|AS701|UUNET
100.19.22.229|8333|70016|/Satoshi:0.21.1/|1636083835|708361|pool-100-19-22-229.phlapa.fios.verizon.net|US|AS701|UUNET
100.34.17.227|8333|70016|/Satoshi:22.0.0/|1635528126|708361|pool-100-34-17-227.phlapa.fios.verizon.net|US|AS701|UUNET
100.36.136.54|8333|70016|/Satoshi:0.21.1(FutureBit-Apollo-Node)/|1635893434|0|pool-100-36-136-54.washdc.fios.verizon.net|US|AS701|UUNET
100.36.184.223|8333|70016|/Satoshi:0.21.0/|1636071914|708361|pool-100-36-184-223.washdc.fios.verizon.net|US|AS701|UUNET
100.36.19.244|8333|70016|/Satoshi:0.21.0/|1634640700|708361|pool-100-36-19-244.washdc.fios.verizon.net|US|AS701|UUNET
100.36.62.250|8333|70016|/Satoshi:0.21.1(FutureBit-Apollo-Node)/|1636081609|708357|pool-100-36-62-250.washdc.fios.verizon.net|US|AS701|UUNET
100.4.192.147|8333|70016|/Satoshi:0.21.1/|1636134261|708361|pool-100-4-192-147.albyny.fios.verizon.net|US|AS701|UUNET
100.4.63.94|8333|70016|/Satoshi:0.21.1/|1636133720|708361|pool-100-4-63-94.nrflva.fios.verizon.net|US|AS701|UUNET
100.6.20.104|8333|70016|/Satoshi:0.21.0/|1635513542|708361|pool-100-6-20-104.pitbpa.fios.verizon.net|US|AS701|UUNET
101.100.139.113|8333|70016|/Satoshi:0.21.1/|1636116222|708361|101-100-139-113.myrepublic.co.nz|NZ|AS133579|MYREPUBLIC LIMITED
101.100.139.83|8333|70016|/Satoshi:0.21.1/|1635200541|708361|101-100-139-83.myrepublic.co.nz|NZ|AS133579|MYREPUBLIC LIMITED
101.101.209.80|8333|70016|/Satoshi:0.20.99/|1636094660|708361|101.101.209.80|KR|AS135354|NAVER BUSINESS PLATFORM ASIA PACIFIC PTE. LTD.
101.114.168.54|8333|70016|/Satoshi:22.0.0/|1636115912|708361|101.114.168.54|AU|AS133612|Vodafone Australia Pty Ltd
101.165.210.58|8333|70016|/Satoshi:0.21.0/|1634388849|708361|cpe-101-165-210-58.vb08.vic.asp.telstra.net|AU|AS1221|Telstra Corporation Ltd
101.165.220.230|8333|70016|/Satoshi:0.21.0/|1636116222|708361|cpe-101-165-220-230.vb08.vic.asp.telstra.net|AU|AS1221|Telstra Corporation Ltd
101.191.134.6|8333|70016|/Satoshi:22.0.0/|1635241748|708361|cpe-101-191-134-6.nb13.nsw.asp.telstra.net|AU|AS1221|Telstra Corporation Ltd
